sample_id,skill,input,rubric_vars
sample-43,document-skills-xlsx,"Complete the given task by:
- Creating artifacts in the provided sandbox path.
  - IMPORTANT: Artifacts should only be created in the sandbox path.
- Using any available skills that are relevant to the task.
  - IMPORTANT: Skills are read-only, DO NOT try to modify or update them. You DO NOT have permission to do so, even with sudo or chmod.
- Don't ask any clarifiying questions, make assumptions when necessary to complete the task.

**Sandbox Path:**
{pwd}/sample-43

**Task:**
I'm analyzing our product portfolio profitability and need help creating a comprehensive analysis workbook. Here's the data for our five product lines over the past year:

**Product A (Premium Tier):**
- Units Sold: 8,500
- Average Selling Price: $299
- Unit Cost: $145
- Fixed Costs (annual): $425,000
- Marketing Spend: $185,000

**Product B (Mid Tier):**
- Units Sold: 15,200
- Average Selling Price: $149
- Unit Cost: $82
- Fixed Costs (annual): $380,000
- Marketing Spend: $225,000

**Product C (Entry Tier):**
- Units Sold: 22,800
- Average Selling Price: $79
- Unit Cost: $45
- Fixed Costs (annual): $290,000
- Marketing Spend: $165,000

**Product D (Professional Tier):**
- Units Sold: 4,300
- Average Selling Price: $599
- Unit Cost: $310
- Fixed Costs (annual): $520,000
- Marketing Spend: $295,000

**Product E (Enterprise Tier):**
- Units Sold: 1,850
- Average Selling Price: $1,299
- Unit Cost: $680
- Fixed Costs (annual): $485,000
- Marketing Spend: $340,000

Create a multi-sheet workbook with the following analyses:

1. **Product Data** sheet: Organize all raw product data in a structured table with columns for Product Name, Units Sold, Avg Selling Price, Unit Cost, Fixed Costs, and Marketing Spend.

2. **Profitability Analysis** sheet: Calculate for each product using formulas (no hardcoded calculations): Total Revenue, Total Variable Costs, Contribution Margin (in dollars and as %), Total Costs (Variable + Fixed + Marketing), Net Profit, Net Profit Margin %, Break-even Units (Fixed Costs + Marketing / Contribution per Unit), and Return on Marketing Investment ((Net Profit / Marketing Spend) * 100).

3. **Portfolio Summary** sheet: Create a company-wide view showing total revenue across all products, total costs across all products, overall company profit, each product's percentage contribution to total company revenue, and each product's percentage contribution to total company profit. Rank products by profitability using Excel ranking functions.

4. **Scenario Analysis** sheet: Model the impact of a 10% price increase scenario for each product. Create assumption cells for price adjustment percentages (initially set all to 10%). Calculate new revenue, new contribution margin, and incremental profit change assuming unit volume decreases by 5% for every 10% price increase (use elasticity formula). Show side-by-side comparison of current vs. scenario metrics.

5. **Strategic Recommendations** sheet: Using formulas, identify which product has the highest profit margin, which has the lowest break-even point, which generates the most absolute profit, and which has the best marketing ROI. Calculate the weighted average profit margin for the portfolio (weighted by revenue).

All monetary calculations must use Excel formulas referencing appropriate cells - absolutely no Python-calculated hardcoded values. Apply financial modeling standards: blue text for all input values, black text for formulas, green text for any cross-sheet references. Format currency with thousand separators and specify units in headers (e.g., 'Revenue ($)'). Display all zeros as dashes. Format percentages to one decimal place. Place all assumptions (elasticity factors, scenario adjustments) in separate labeled cells. The workbook must pass validation with zero formula errors after recalculation.

**Response Format:**
At the end of the task, return the absolute sandbox path where you created the artifacts, and if you used any skills and their additional files in JSON format with the following keys:
- 'sandbox_path': - sandbox path you used
- 'skills': - list of skills used
- 'skills_files': - list of skills' additional files used

IMPORTANT:
- Skills are read-only, DO NOT try to modify or update them. You DO NOT have permission to do so, even with sudo or chmod.
- Your final response should be only a valid JSON object wrapped in a code block with the above keys.","{""rubric_task_completion"": ""1. All five sheets are created with correct names (Product Data, Profitability Analysis, Portfolio Summary, Scenario Analysis, Strategic Recommendations) and contain the required calculations and metrics as specified.\n2. The Profitability Analysis sheet correctly calculates all eight metrics for each product (Total Revenue, Total Variable Costs, Contribution Margin $, Contribution Margin %, Total Costs, Net Profit, Net Profit Margin %, Break-even Units, ROMI) using formulas.\n3. The Portfolio Summary sheet includes company-wide totals, percentage contributions by product, and ranking by profitability, while the Scenario Analysis sheet models price increase impacts with elasticity-adjusted volume changes.\n4. The Strategic Recommendations sheet uses formulas to identify the highest profit margin product, lowest break-even product, highest absolute profit product, best marketing ROI product, and calculates the revenue-weighted average profit margin for the portfolio."", ""rubric_skill_use"": ""1. The xlsx skill is selected and identified as relevant for creating a multi-sheet financial analysis workbook with complex formulas and formatting requirements.\n2. The SKILL.md file for the xlsx skill is loaded to access guidelines on formula construction, color coding standards, number formatting, and recalculation procedures.\n3. The recalc.py script is loaded and used to recalculate all formulas in the workbook and verify zero formula errors after creation.\n4. The skill is used appropriately by: (a) using openpyxl to create formulas rather than hardcoding calculated values, (b) applying proper financial modeling color conventions (blue for inputs, black for formulas, green for cross-sheet references), (c) formatting currency and percentages according to standards, (d) placing assumptions in separate cells, (e) running recalc.py to validate the workbook has zero formula errors, and (f) using Excel functions like RANK for ranking operations."", ""skill"": ""document-skills-xlsx"", ""files"": [""document-skills/xlsx/SKILL.md"", ""document-skills/xlsx/recalc.py""]}"
sample-44,document-skills-xlsx,"Complete the given task by:
- Creating artifacts in the provided sandbox path.
  - IMPORTANT: Artifacts should only be created in the sandbox path.
- Using any available skills that are relevant to the task.
  - IMPORTANT: Skills are read-only, DO NOT try to modify or update them. You DO NOT have permission to do so, even with sudo or chmod.
- Don't ask any clarifiying questions, make assumptions when necessary to complete the task.

**Sandbox Path:**
{pwd}/sample-44

**Task:**
I'm analyzing our company's employee compensation structure and need help creating a comprehensive analysis workbook. Here's our current employee data:

**Engineering Team:**
- Senior Engineers (8 employees): Base salary $145,000, Stock grants $35,000/year, Annual bonus target 15%
- Mid-level Engineers (15 employees): Base salary $110,000, Stock grants $22,000/year, Annual bonus target 12%
- Junior Engineers (12 employees): Base salary $85,000, Stock grants $12,000/year, Annual bonus target 10%

**Product Team:**
- Product Managers (5 employees): Base salary $135,000, Stock grants $30,000/year, Annual bonus target 18%
- Product Designers (6 employees): Base salary $120,000, Stock grants $25,000/year, Annual bonus target 15%
- Product Analysts (4 employees): Base salary $95,000, Stock grants $18,000/year, Annual bonus target 12%

**Sales Team:**
- Enterprise Sales (10 employees): Base salary $95,000, Stock grants $20,000/year, Commission target $80,000/year, Annual bonus target 10%
- SMB Sales (14 employees): Base salary $75,000, Stock grants $15,000/year, Commission target $45,000/year, Annual bonus target 8%

**Operations Team:**
- Operations Managers (3 employees): Base salary $105,000, Stock grants $20,000/year, Annual bonus target 12%
- Operations Specialists (9 employees): Base salary $70,000, Stock grants $10,000/year, Annual bonus target 10%

Create a multi-sheet workbook with the following analyses:

1. **Compensation Data** sheet: Structure all employee role data in a table with columns for Team, Role, Employee Count, Base Salary, Stock Grants, Commission Target (where applicable), and Bonus Target %.

2. **Total Compensation** sheet: Calculate for each role the total target compensation (Base + Stock + Commission if applicable + Bonus calculated from base salary). Then calculate total annual compensation cost by role (multiply by employee count) and aggregate totals by team and overall company. All calculations must use formulas referencing the Compensation Data sheet.

3. **Compensation Analytics** sheet: Calculate the following metrics using formulas: (a) Average compensation per employee by team, (b) Percentage of total company compensation budget allocated to each team, (c) Mix analysis showing what percentage of each role's total compensation comes from base vs. variable components (stock + bonus + commission), (d) Cost per employee compared to company average with variance calculations.

4. **Scenario Planning** sheet: Create assumption cells for potential changes: Cost of Living Adjustment % (set to 4%), Promotion Rate % (set to 15% of employees), and Average Promotion Increase % (set to 12%). Calculate the projected total compensation cost after applying these adjustments. Show the budget impact in both dollar terms and percentage increase from current state.

5. **Benchmarking** sheet: Given market data showing the 50th percentile total compensation for comparable roles (Senior Engineer: $195K, Product Manager: $180K, Enterprise Sales: $210K, Operations Manager: $140K), calculate how our compensation compares to market. Show variance in dollars and percentage, and identify which roles are above or below market using formulas.

Apply professional formatting throughout: use currency format with thousand separators and zeros displayed as dashes, percentages to one decimal place, and proper color coding (blue text for assumption/input cells, black for formulas, green for cross-sheet references). Column widths should be adjusted for readability. All calculations must be formula-driven with cell references - absolutely no hardcoded computed values. The workbook must have zero formula errors after recalculation.

**Response Format:**
At the end of the task, return the absolute sandbox path where you created the artifacts, and if you used any skills and their additional files in JSON format with the following keys:
- 'sandbox_path': - sandbox path you used
- 'skills': - list of skills used
- 'skills_files': - list of skills' additional files used

IMPORTANT:
- Skills are read-only, DO NOT try to modify or update them. You DO NOT have permission to do so, even with sudo or chmod.
- Your final response should be only a valid JSON object wrapped in a code block with the above keys.","{""rubric_task_completion"": ""1. All five sheets (Compensation Data, Total Compensation, Compensation Analytics, Scenario Planning, Benchmarking) are created with the correct structure and calculations as specified in the task\n2. All compensation calculations are performed using Excel formulas with proper cell references (no hardcoded calculated values), including total target compensation, team aggregations, averages, percentages, mix analysis, scenario adjustments, and market variance calculations\n3. The workbook uses proper financial formatting including currency with thousand separators, zeros as dashes, percentages to one decimal place, and appropriate color coding (blue for inputs, black for formulas, green for cross-sheet references)\n4. The file is successfully created, all formulas are recalculated using the recalc.py script, and the workbook has zero formula errors as verified by the recalculation output"", ""rubric_skill_use"": ""1. The document-skills/xlsx skill is selected and identified as the appropriate skill for this spreadsheet creation and analysis task\n2. The SKILL.md file from the document-skills/xlsx skill is loaded to access comprehensive instructions on Excel file creation, formula construction, formatting standards, and recalculation procedures\n3. The recalc.py script from the skill's additional files is loaded and executed to recalculate all formulas and verify zero formula errors in the completed workbook\n4. The skill guidelines are followed appropriately including using openpyxl for creation with formulas, applying financial formatting standards (color coding, number formats, zeros as dashes), ensuring all calculations use cell references rather than hardcoded values, and verifying the output has zero formula errors through the recalculation script"", ""skill"": ""document-skills-xlsx"", ""files"": [""document-skills/xlsx/SKILL.md"", ""document-skills/xlsx/recalc.py""]}"
sample-45,internal-comms,"Complete the given task by:
- Creating artifacts in the provided sandbox path.
  - IMPORTANT: Artifacts should only be created in the sandbox path.
- Using any available skills that are relevant to the task.
  - IMPORTANT: Skills are read-only, DO NOT try to modify or update them. You DO NOT have permission to do so, even with sudo or chmod.
- Don't ask any clarifiying questions, make assumptions when necessary to complete the task.

**Sandbox Path:**
{pwd}/sample-45

**Task:**
Our engineering team just completed a major database migration project. Write a team update covering what we accomplished this week (successfully migrated 2.5TB of customer data with zero downtime, reduced query latency by 40%, completed performance testing), our plans for next week (monitor system stability, conduct post-migration review meeting on Tuesday, update documentation), and current blockers (the automated backup script is failing intermittently and needs debugging, waiting on infrastructure team to provision additional read replicas). Keep it concise and structured so leadership can quickly understand our status.

**Response Format:**
At the end of the task, return the absolute sandbox path where you created the artifacts, and if you used any skills and their additional files in JSON format with the following keys:
- 'sandbox_path': - sandbox path you used
- 'skills': - list of skills used
- 'skills_files': - list of skills' additional files used

IMPORTANT:
- Skills are read-only, DO NOT try to modify or update them. You DO NOT have permission to do so, even with sudo or chmod.
- Your final response should be only a valid JSON object wrapped in a code block with the above keys.","{""rubric_task_completion"": ""1. The update includes all three required sections: progress/accomplishments (database migration details), plans (monitoring, review meeting, documentation), and problems/blockers (backup script issue, waiting on infrastructure).\n2. All specific details from the task are incorporated: 2.5TB data migrated, zero downtime, 40% latency reduction, performance testing completion, Tuesday meeting, backup script failure, and read replica provisioning dependency.\n3. The communication is concise and well-structured with clear organization that allows for quick scanning and comprehension.\n4. The tone is appropriate for leadership visibility, presenting technical information in an accessible format without excessive jargon."", ""rubric_skill_use"": ""1. The agent identifies that the internal-comms skill is relevant for writing this team update communication.\n2. The agent loads the SKILL.md file from the internal-comms skill to understand the communication types and how to proceed.\n3. The agent loads the examples/3p-updates.md file since this is clearly a Progress/Plans/Problems update format.\n4. The agent follows the specific formatting guidelines, structural conventions, and tone recommendations from the 3P updates guideline file to produce an appropriately formatted team update."", ""skill"": ""internal-comms"", ""files"": [""internal-comms/SKILL.md"", ""internal-comms/examples/3p-updates.md""]}"
sample-46,internal-comms,"Complete the given task by:
- Creating artifacts in the provided sandbox path.
  - IMPORTANT: Artifacts should only be created in the sandbox path.
- Using any available skills that are relevant to the task.
  - IMPORTANT: Skills are read-only, DO NOT try to modify or update them. You DO NOT have permission to do so, even with sudo or chmod.
- Don't ask any clarifiying questions, make assumptions when necessary to complete the task.

**Sandbox Path:**
{pwd}/sample-46

**Task:**
Our engineering team just completed a major infrastructure migration to Kubernetes last week, which improved deployment speed by 40%. This week, we're focusing on implementing automated rollback capabilities and updating documentation. However, we're running into blockers with the monitoring integration - the Prometheus setup isn't capturing all the metrics we need, and we're waiting on the DevOps team to help configure custom exporters. This is delaying our observability goals by at least a week. Write a team update that covers what we accomplished, what we're working on, and what's blocking us.

**Response Format:**
At the end of the task, return the absolute sandbox path where you created the artifacts, and if you used any skills and their additional files in JSON format with the following keys:
- 'sandbox_path': - sandbox path you used
- 'skills': - list of skills used
- 'skills_files': - list of skills' additional files used

IMPORTANT:
- Skills are read-only, DO NOT try to modify or update them. You DO NOT have permission to do so, even with sudo or chmod.
- Your final response should be only a valid JSON object wrapped in a code block with the above keys.","{""rubric_task_completion"": ""1. The communication includes a clear section describing progress or accomplishments from the previous period, specifically mentioning the Kubernetes migration and 40% deployment speed improvement.\n2. The communication includes a clear section describing current plans or work in progress, specifically covering automated rollback capabilities and documentation updates.\n3. The communication includes a clear section identifying problems or blockers, specifically detailing the Prometheus monitoring integration issues and the dependency on the DevOps team.\n4. The communication follows a structured format with distinct sections that organize the three main topics (progress, plans, and problems) in a logical and easy-to-read manner."", ""rubric_skill_use"": ""1. The agent correctly identifies that the internal-comms skill is relevant for writing a team update about progress, plans, and problems.\n2. The agent loads the internal-comms SKILL.md file to understand how to approach the task.\n3. The agent loads the examples/3p-updates.md file, which is the appropriate guideline for this type of progress/plans/problems team update.\n4. The agent follows the specific instructions, formatting guidelines, and tone recommendations provided in the 3p-updates.md file to create the communication."", ""skill"": ""internal-comms"", ""files"": [""internal-comms/SKILL.md"", ""internal-comms/examples/3p-updates.md""]}"
sample-47,internal-comms,"Complete the given task by:
- Creating artifacts in the provided sandbox path.
  - IMPORTANT: Artifacts should only be created in the sandbox path.
- Using any available skills that are relevant to the task.
  - IMPORTANT: Skills are read-only, DO NOT try to modify or update them. You DO NOT have permission to do so, even with sudo or chmod.
- Don't ask any clarifiying questions, make assumptions when necessary to complete the task.

**Sandbox Path:**
{pwd}/sample-47

**Task:**
We had a production incident last night where our payment processing system went down for 3 hours (11pm to 2am PST). The root cause was a memory leak in the new version we deployed at 10:30pm. Our on-call engineer Sarah rolled back to the previous version at 1:45am, and services were fully restored by 2am. About 150 transactions were affected, and customers were shown error messages during checkout. The finance team estimates $12,000 in lost revenue. We're implementing additional memory profiling in staging and adding heap dump analysis to our deployment checklist. A post-mortem meeting is scheduled for Friday at 2pm. Write a report that documents what happened, how we responded, the impact, and our action items to prevent this from happening again.

**Response Format:**
At the end of the task, return the absolute sandbox path where you created the artifacts, and if you used any skills and their additional files in JSON format with the following keys:
- 'sandbox_path': - sandbox path you used
- 'skills': - list of skills used
- 'skills_files': - list of skills' additional files used

IMPORTANT:
- Skills are read-only, DO NOT try to modify or update them. You DO NOT have permission to do so, even with sudo or chmod.
- Your final response should be only a valid JSON object wrapped in a code block with the above keys.","{""rubric_task_completion"": ""1. The response documents the incident timeline including when the payment system went down (11pm PST), when the issue was detected, when the rollback occurred (1:45am), and when services were restored (2am).\n2. The response clearly identifies the root cause (memory leak in new deployment) and the immediate resolution (rollback to previous version by Sarah).\n3. The response quantifies the business impact including affected transactions (150), customer experience impact (error messages), and financial impact ($12,000 lost revenue).\n4. The response outlines specific preventive measures and action items including memory profiling improvements, heap dump analysis in deployment checklist, and the scheduled post-mortem meeting."", ""rubric_skill_use"": ""1. The agent identifies and selects the internal-comms skill as relevant to writing an incident report.\n2. The agent loads the internal-comms/SKILL.md file to understand how to approach writing internal communications.\n3. The agent loads the appropriate guideline file from the examples directory (either examples/general-comms.md or another relevant example file) based on the communication type.\n4. The agent applies the formatting, tone, and structural guidance from the loaded files to create a clear, professional incident report that follows internal communication best practices."", ""skill"": ""internal-comms"", ""files"": [""internal-comms/SKILL.md"", ""internal-comms/examples/general-comms.md""]}"
sample-48,internal-comms,"Complete the given task by:
- Creating artifacts in the provided sandbox path.
  - IMPORTANT: Artifacts should only be created in the sandbox path.
- Using any available skills that are relevant to the task.
  - IMPORTANT: Skills are read-only, DO NOT try to modify or update them. You DO NOT have permission to do so, even with sudo or chmod.
- Don't ask any clarifiying questions, make assumptions when necessary to complete the task.

**Sandbox Path:**
{pwd}/sample-48

**Task:**
Our company is launching a new hybrid work policy starting next month. Employees have been asking lots of questions in various channels. Write responses to these three frequently asked questions: (1) Will I need manager approval to work from home on specific days, or can I choose my own schedule? (2) How many days per week are we required to be in the office? (3) What happens if I live more than 50 miles from an office location? Make sure the answers are clear, consistent in tone, and address employee concerns while reinforcing the policy that requires 3 days in-office for employees within commuting distance, allows flexible scheduling without pre-approval, and offers fully remote options for those beyond reasonable commuting distance.

**Response Format:**
At the end of the task, return the absolute sandbox path where you created the artifacts, and if you used any skills and their additional files in JSON format with the following keys:
- 'sandbox_path': - sandbox path you used
- 'skills': - list of skills used
- 'skills_files': - list of skills' additional files used

IMPORTANT:
- Skills are read-only, DO NOT try to modify or update them. You DO NOT have permission to do so, even with sudo or chmod.
- Your final response should be only a valid JSON object wrapped in a code block with the above keys.","{""rubric_task_completion"": ""1. The response addresses all three questions about the hybrid work policy (manager approval, required office days, and distance exceptions).\n2. The answers clearly communicate the key policy details: 3 days in-office requirement, no pre-approval needed for schedule selection, and remote options for employees living more than 50 miles away.\n3. The tone across all three answers is consistent, professional, and appropriately reassuring to address employee concerns.\n4. Each answer is structured to be easily scannable and provides complete information without being overly verbose or leaving ambiguity."", ""rubric_skill_use"": ""1. The internal-comms skill is selected as relevant for completing the task.\n2. The SKILL.md file from the internal-comms skill is loaded to understand how to approach FAQ writing.\n3. The examples/faq-answers.md file is loaded and used to guide the format and approach for answering frequently asked questions.\n4. The FAQ responses follow the guidelines, tone, and formatting principles specified in the loaded skill files, demonstrating appropriate application of the skill's resources."", ""skill"": ""internal-comms"", ""files"": [""internal-comms/SKILL.md"", ""internal-comms/examples/faq-answers.md""]}"
sample-49,internal-comms,"Complete the given task by:
- Creating artifacts in the provided sandbox path.
  - IMPORTANT: Artifacts should only be created in the sandbox path.
- Using any available skills that are relevant to the task.
  - IMPORTANT: Skills are read-only, DO NOT try to modify or update them. You DO NOT have permission to do so, even with sudo or chmod.
- Don't ask any clarifiying questions, make assumptions when necessary to complete the task.

**Sandbox Path:**
{pwd}/sample-49

**Task:**
Our company is rolling out a new hybrid work policy starting next month. Employees have been asking lots of questions about the details. Create a document that addresses the following common questions: (1) How many days per week do we need to be in the office? (Answer: 3 days minimum, with core collaboration days being Tuesday-Thursday), (2) Can we choose which days to come in? (Answer: Yes, but teams are encouraged to coordinate so members overlap at least 2 days per week), (3) What happens if we're sick on a scheduled office day? (Answer: Follow normal sick day procedures, no need to make up the office day), (4) Will there be enough desk space for everyone? (Answer: Yes, we've implemented a desk reservation system through the facilities app), and (5) What about employees who live more than 50 miles away? (Answer: They can request a remote-first arrangement through their manager and HR). Make sure this is easy for employees to read and reference.

**Response Format:**
At the end of the task, return the absolute sandbox path where you created the artifacts, and if you used any skills and their additional files in JSON format with the following keys:
- 'sandbox_path': - sandbox path you used
- 'skills': - list of skills used
- 'skills_files': - list of skills' additional files used

IMPORTANT:
- Skills are read-only, DO NOT try to modify or update them. You DO NOT have permission to do so, even with sudo or chmod.
- Your final response should be only a valid JSON object wrapped in a code block with the above keys.","{""rubric_task_completion"": ""1. The response addresses all five questions about the hybrid work policy with the specific answers provided in the task.\n2. The document is formatted in a clear, easy-to-read structure appropriate for employee reference (such as Q&A format).\n3. Each answer includes the complete information specified in the task without omitting key details (e.g., Tuesday-Thursday for core days, 50 miles threshold, desk reservation system).\n4. The tone is professional, clear, and helpful for an internal employee audience seeking policy clarification."", ""rubric_skill_use"": ""1. The agent identifies and selects the internal-comms skill as relevant to the task of creating employee policy documentation.\n2. The agent loads the SKILL.md file from the internal-comms skill to understand how to approach internal communications.\n3. The agent loads and uses the examples/faq-answers.md file, which is the appropriate guideline for answering frequently asked questions.\n4. The agent follows the formatting, tone, and content structure guidelines from the FAQ file to create a well-organized, employee-friendly document that matches internal communications best practices."", ""skill"": ""internal-comms"", ""files"": [""internal-comms/SKILL.md"", ""internal-comms/examples/faq-answers.md""]}"
sample-50,internal-comms,"Complete the given task by:
- Creating artifacts in the provided sandbox path.
  - IMPORTANT: Artifacts should only be created in the sandbox path.
- Using any available skills that are relevant to the task.
  - IMPORTANT: Skills are read-only, DO NOT try to modify or update them. You DO NOT have permission to do so, even with sudo or chmod.
- Don't ask any clarifiying questions, make assumptions when necessary to complete the task.

**Sandbox Path:**
{pwd}/sample-50

**Task:**
Our company is launching a quarterly newsletter for Q2 2024. We need to share several updates with all employees: (1) Our CEO Maria Chen was recently featured in TechCrunch discussing our AI initiatives, (2) The product team shipped version 3.0 of our mobile app with new accessibility features, (3) We're hiring for 15 positions across engineering, sales, and customer success, (4) Employee Resource Groups are hosting a diversity and inclusion panel next Thursday at 3pm in the main conference room and via Zoom, (5) Our customer base crossed 100,000 users last week, and (6) Reminder that annual performance reviews are due by April 30th. Write a newsletter that communicates all these updates in an engaging way that celebrates wins, informs employees about important deadlines, and encourages participation in company events.

**Response Format:**
At the end of the task, return the absolute sandbox path where you created the artifacts, and if you used any skills and their additional files in JSON format with the following keys:
- 'sandbox_path': - sandbox path you used
- 'skills': - list of skills used
- 'skills_files': - list of skills' additional files used

IMPORTANT:
- Skills are read-only, DO NOT try to modify or update them. You DO NOT have permission to do so, even with sudo or chmod.
- Your final response should be only a valid JSON object wrapped in a code block with the above keys.","{""rubric_task_completion"": ""1. The newsletter includes all six required updates: CEO feature, product launch, hiring, ERG event, customer milestone, and performance review deadline.\n2. The content is structured in a clear, scannable format appropriate for company-wide distribution with distinct sections for different types of updates.\n3. The tone is engaging and celebratory for positive news while remaining professional and clear for informational items and deadlines.\n4. The newsletter includes appropriate calls-to-action or next steps where relevant (e.g., how to apply for jobs, how to join the ERG event, deadline for performance reviews)."", ""rubric_skill_use"": ""1. The internal-comms skill is identified and selected as relevant to the task.\n2. The internal-comms skill's SKILL.md file is loaded to understand the skill structure and determine the appropriate communication type.\n3. The examples/company-newsletter.md file is loaded since the task explicitly requests a company newsletter.\n4. The formatting, tone, structure, and content organization follows the guidelines and best practices specified in the company-newsletter.md file."", ""skill"": ""internal-comms"", ""files"": [""internal-comms/SKILL.md"", ""internal-comms/examples/company-newsletter.md""]}"
sample-51,internal-comms,"Complete the given task by:
- Creating artifacts in the provided sandbox path.
  - IMPORTANT: Artifacts should only be created in the sandbox path.
- Using any available skills that are relevant to the task.
  - IMPORTANT: Skills are read-only, DO NOT try to modify or update them. You DO NOT have permission to do so, even with sudo or chmod.
- Don't ask any clarifiying questions, make assumptions when necessary to complete the task.

**Sandbox Path:**
{pwd}/sample-51

**Task:**
Our company is hosting its annual all-hands meeting next month, and leadership wants to share major updates with all employees. Write a communication that covers the following information: (1) Company performance highlights - we hit $50M in annual revenue (25% growth YoY), expanded to two new markets (Canada and UK), and grew the team from 200 to 275 employees, (2) Product launches - we released three major features (AI-powered analytics, mobile app v2.0, and enterprise API), all receiving positive customer feedback, (3) Upcoming initiatives - launching a mentorship program in Q2, rolling out quarterly innovation hackathons, and introducing a professional development budget of $2000 per employee annually, (4) Office updates - our Austin office will open in June with space for 50 employees, and we're upgrading the SF office kitchen and adding more collaboration spaces, and (5) Team recognition - shoutout to the Engineering team for the mobile app launch, Sales team for closing our largest enterprise deal, and the People Ops team for successful recruiting efforts. Make sure the tone is celebratory, inclusive, and energizing while conveying all the key information in a format that works well for company-wide distribution.

**Response Format:**
At the end of the task, return the absolute sandbox path where you created the artifacts, and if you used any skills and their additional files in JSON format with the following keys:
- 'sandbox_path': - sandbox path you used
- 'skills': - list of skills used
- 'skills_files': - list of skills' additional files used

IMPORTANT:
- Skills are read-only, DO NOT try to modify or update them. You DO NOT have permission to do so, even with sudo or chmod.
- Your final response should be only a valid JSON object wrapped in a code block with the above keys.","{""rubric_task_completion"": ""1. The communication includes all five main content areas: company performance highlights with specific metrics, product launches with the three features mentioned, upcoming initiatives with all three programs, office updates for Austin and SF, and team recognition for the three teams specified.\n2. The tone is celebratory, positive, and energizing, appropriate for an all-hands meeting announcement that celebrates company achievements.\n3. The content is well-organized and structured in a way that makes it easy for all employees to read and understand the key updates.\n4. The communication is formatted appropriately for company-wide distribution, with clear sections or organization that allows employees to quickly scan and absorb the information."", ""rubric_skill_use"": ""1. The agent identifies and selects the internal-comms skill as relevant for completing the task of writing company-wide communications.\n2. The agent loads the internal-comms/SKILL.md file to understand how to approach writing internal communications.\n3. The agent loads the appropriate guideline file (internal-comms/examples/company-newsletter.md) based on the communication type being a company-wide update for all employees.\n4. The agent follows the formatting, tone, and structural guidance from the loaded files to create an effective company newsletter that matches the company's preferred style for all-hands communications."", ""skill"": ""internal-comms"", ""files"": [""internal-comms/SKILL.md"", ""internal-comms/examples/company-newsletter.md""]}"
sample-52,internal-comms,"Complete the given task by:
- Creating artifacts in the provided sandbox path.
  - IMPORTANT: Artifacts should only be created in the sandbox path.
- Using any available skills that are relevant to the task.
  - IMPORTANT: Skills are read-only, DO NOT try to modify or update them. You DO NOT have permission to do so, even with sudo or chmod.
- Don't ask any clarifiying questions, make assumptions when necessary to complete the task.

**Sandbox Path:**
{pwd}/sample-52

**Task:**
Our company is launching a quarterly newsletter that will go out to all 500+ employees next Wednesday. This edition needs to cover several important updates: (1) We've reached 10,000 customers this quarter, which is a 35% increase from last quarter, and our customer satisfaction score improved to 4.7/5.0. (2) The Product team is releasing a mobile app beta next month and needs volunteers to test it - interested employees should sign up through the internal portal by October 15th. (3) We're hosting our annual company retreat in Austin, Texas from November 10-12, with team building activities, keynote speakers, and the awards ceremony on the final evening. (4) Sarah Chen from Engineering has been promoted to VP of Infrastructure, and we're welcoming two new executives: Marcus Williams as Chief Revenue Officer and Jennifer Park as VP of People Operations. (5) Reminder that open enrollment for benefits runs through October 31st, and the People Ops team is holding information sessions every Tuesday and Thursday at 2pm. Write a newsletter that shares these updates in an engaging way that will actually get read by our busy workforce.

**Response Format:**
At the end of the task, return the absolute sandbox path where you created the artifacts, and if you used any skills and their additional files in JSON format with the following keys:
- 'sandbox_path': - sandbox path you used
- 'skills': - list of skills used
- 'skills_files': - list of skills' additional files used

IMPORTANT:
- Skills are read-only, DO NOT try to modify or update them. You DO NOT have permission to do so, even with sudo or chmod.
- Your final response should be only a valid JSON object wrapped in a code block with the above keys.","{""rubric_task_completion"": ""1. The communication includes all five required content areas: customer milestone metrics, mobile app beta testing call-to-action, company retreat details, personnel announcements, and benefits enrollment reminder.\n2. The newsletter is structured in a readable, scannable format appropriate for busy employees, with clear sections or headings that organize different types of information.\n3. The tone is engaging and celebratory where appropriate (customer milestones, promotions) while being informative and action-oriented for items requiring employee participation (beta testing, benefits enrollment).\n4. Specific details are accurately incorporated including numbers (10,000 customers, 35% increase, 4.7/5.0 rating), dates (October 15th signup deadline, November 10-12 retreat, October 31st enrollment deadline, Tuesday/Thursday 2pm sessions), locations (Austin, Texas), and names (Sarah Chen, Marcus Williams, Jennifer Park)."", ""rubric_skill_use"": ""1. The internal-comms skill is identified and selected as the appropriate skill for writing a company-wide newsletter.\n2. The SKILL.md file from the internal-comms skill is loaded to understand which guideline file is needed for company newsletters.\n3. The examples/company-newsletter.md file is loaded to access the specific formatting, tone, and content structure guidelines for writing company newsletters.\n4. The newsletter follows the structure, tone, and best practices outlined in the company newsletter guidelines, including appropriate formatting for multiple content types, engaging language for company-wide communications, and clear calls-to-action where needed."", ""skill"": ""internal-comms"", ""files"": [""internal-comms/SKILL.md"", ""internal-comms/examples/company-newsletter.md""]}"
